type of mail,date_created,type of action,email domain,email company,design type
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,send,gmail,EveryMail,type 1
confirm,2025-01-02,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-02,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-02,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-02,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-02,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-02,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-02,click,gmail,JustSends,type 1
confirm,2025-01-02,click,gmail,JustSends,type 1
confirm,2025-01-02,click,gmail,JustSends,type 1
confirm,2025-01-02,click,gmail,JustSends,type 1
confirm,2025-01-02,click,hotmail,JustSends,type 2
confirm,2025-01-02,click,hotmail,JustSends,type 2
confirm,2025-01-02,click,hotmail,JustSends,type 2
confirm,2025-01-02,click,hotmail,JustSends,type 2
confirm,2025-01-02,click,hotmail,JustSends,type 2
confirm,2025-01-02,click,hotmail,JustSends,type 2
confirm,2025-01-02,click,hotmail,JustSends,type 2
confirm,2025-01-02,click,hotmail,JustSends,type 2
confirm,2025-01-02,open,gmail,JustSends,type 1
confirm,2025-01-02,open,gmail,JustSends,type 1
confirm,2025-01-02,open,gmail,JustSends,type 1
confirm,2025-01-02,open,gmail,JustSends,type 1
confirm,2025-01-02,open,gmail,JustSends,type 1
confirm,2025-01-02,open,gmail,JustSends,type 1
confirm,2025-01-02,open,hotmail,JustSends,type 2
confirm,2025-01-02,open,hotmail,JustSends,type 2
confirm,2025-01-02,open,hotmail,JustSends,type 2
confirm,2025-01-02,open,hotmail,JustSends,type 2
confirm,2025-01-02,open,hotmail,JustSends,type 2
confirm,2025-01-02,open,hotmail,JustSends,type 2
confirm,2025-01-02,open,hotmail,JustSends,type 2
confirm,2025-01-02,open,hotmail,JustSends,type 2
confirm,2025-01-02,open,hotmail,JustSends,type 2
confirm,2025-01-02,open,hotmail,JustSends,type 2
confirm,2025-01-02,open,hotmail,JustSends,type 2
confirm,2025-01-02,open,hotmail,JustSends,type 2
confirm,2025-01-02,open,hotmail,JustSends,type 2
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,gmail,JustSends,type 1
confirm,2025-01-02,receive,hotmail,JustSends,type 2
confirm,2025-01-02,receive,hotmail,JustSends,type 2
confirm,2025-01-02,receive,hotmail,JustSends,type 2
confirm,2025-01-02,receive,hotmail,JustSends,type 2
confirm,2025-01-02,receive,hotmail,JustSends,type 2
confirm,2025-01-02,receive,hotmail,JustSends,type 2
confirm,2025-01-02,receive,hotmail,JustSends,type 2
confirm,2025-01-02,receive,hotmail,JustSends,type 2
confirm,2025-01-02,receive,hotmail,JustSends,type 2
confirm,2025-01-02,receive,hotmail,JustSends,type 2
confirm,2025-01-02,receive,hotmail,JustSends,type 2
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,gmail,JustSends,type 1
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,send,hotmail,JustSends,type 2
confirm,2025-01-02,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-02,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-02,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-02,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-02,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-02,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-02,unsubscribe,hotmail,JustSends,type 2
confirm,2025-01-03,click,hotmail,QuickMail,type 2
confirm,2025-01-03,click,hotmail,QuickMail,type 2
confirm,2025-01-03,click,hotmail,QuickMail,type 2
confirm,2025-01-03,click,hotmail,QuickMail,type 2
confirm,2025-01-03,click,hotmail,QuickMail,type 2
confirm,2025-01-03,click,hotmail,QuickMail,type 2
confirm,2025-01-03,click,hotmail,QuickMail,type 2
confirm,2025-01-03,click,hotmail,QuickMail,type 2
confirm,2025-01-03,click,hotmail,QuickMail,type 2
confirm,2025-01-03,click,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,open,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,receive,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,send,hotmail,QuickMail,type 2
confirm,2025-01-03,unsubscribe,hotmail,QuickMail,type 2
confirm,2025-01-03,click,gmail,EveryMail,type 1
confirm,2025-01-03,click,gmail,EveryMail,type 1
confirm,2025-01-03,click,gmail,EveryMail,type 1
confirm,2025-01-03,click,gmail,EveryMail,type 1
confirm,2025-01-03,click,gmail,EveryMail,type 1
confirm,2025-01-03,click,gmail,EveryMail,type 1
confirm,2025-01-03,click,gmail,EveryMail,type 1
confirm,2025-01-03,click,gmail,EveryMail,type 1
confirm,2025-01-03,open,gmail,EveryMail,type 1
confirm,2025-01-03,open,gmail,EveryMail,type 1
confirm,2025-01-03,open,gmail,EveryMail,type 1
confirm,2025-01-03,open,gmail,EveryMail,type 1
confirm,2025-01-03,open,gmail,EveryMail,type 1
confirm,2025-01-03,open,gmail,EveryMail,type 1
confirm,2025-01-03,open,gmail,EveryMail,type 1
confirm,2025-01-03,open,gmail,EveryMail,type 1
confirm,2025-01-03,open,gmail,EveryMail,type 1
confirm,2025-01-03,open,gmail,EveryMail,type 1
confirm,2025-01-03,open,gmail,EveryMail,type 1
confirm,2025-01-03,open,gmail,EveryMail,type 1
confirm,2025-01-03,open,gmail,EveryMail,type 1
confirm,2025-01-03,open,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,receive,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,send,gmail,EveryMail,type 1
confirm,2025-01-03,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-03,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-03,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-03,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-03,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-03,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-03,click,gmail,JustSends,type 1
confirm,2025-01-03,click,gmail,JustSends,type 1
confirm,2025-01-03,click,gmail,JustSends,type 1
confirm,2025-01-03,click,gmail,JustSends,type 1
confirm,2025-01-03,click,hotmail,JustSends,type 2
confirm,2025-01-03,click,hotmail,JustSends,type 2
confirm,2025-01-03,click,hotmail,JustSends,type 2
confirm,2025-01-03,click,hotmail,JustSends,type 2
confirm,2025-01-03,click,hotmail,JustSends,type 2
confirm,2025-01-03,click,hotmail,JustSends,type 2
confirm,2025-01-03,click,hotmail,JustSends,type 2
confirm,2025-01-03,click,hotmail,JustSends,type 2
confirm,2025-01-03,open,gmail,JustSends,type 1
confirm,2025-01-03,open,gmail,JustSends,type 1
confirm,2025-01-03,open,gmail,JustSends,type 1
confirm,2025-01-03,open,gmail,JustSends,type 1
confirm,2025-01-03,open,gmail,JustSends,type 1
confirm,2025-01-03,open,gmail,JustSends,type 1
confirm,2025-01-03,open,hotmail,JustSends,type 2
confirm,2025-01-03,open,hotmail,JustSends,type 2
confirm,2025-01-03,open,hotmail,JustSends,type 2
confirm,2025-01-03,open,hotmail,JustSends,type 2
confirm,2025-01-03,open,hotmail,JustSends,type 2
